url_len,url_num_hyphens_dom,url_num_dom_token,url_path_len,url_filename_len,url_longest_dom_token_len,url_average_dom_token_len,url_tld,url_domain_len,url_hostname_len,url_num_dots,url_num_underscores,url_num_equals,url_num_slashes,url_num_dash,url_num_semicolon,url_num_at,url_num_percent,url_num_plus,url_query_len,url_num_query_para,url_ip_present,url_entropy,url_count_consonants,url_num_digits,url_chinese_present,url_port,html_num_tags('iframe'),html_num_tags('script'),html_num_tags('embed'),html_num_tags('object'),html_num_tags('div'),html_num_tags('head'),html_num_tags('body'),html_num_tags('form'),html_num_tags('a'),html_num_tags('small'),html_num_tags('span'),html_num_tags('input'),html_num_tags('applet'),html_num_tags('img'),html_num_tags('video'),html_num_tags('audio'),Result_v1
31,0,3,14,0,9,5,0,17,17,2,1,0,4,0,0,0,0,0,0,0,0,4.22109725,14,11,0,0,0,13,0,0,20,1,1,1,44,0,4,2,0,3,0,0,benign
49,0,3,34,5,5,4.333333333,1,15,15,2,0,0,7,0,0,0,0,0,0,0,0,4.353320601,26,5,0,0,0,33,0,0,45,1,1,1,92,0,23,1,0,5,0,0,benign
22,1,3,0,0,11,6.666666667,1,22,22,2,0,0,2,1,0,0,0,0,0,0,0,4.099360305,14,0,0,0,0,8,0,0,269,1,1,2,123,0,43,7,0,199,0,0,benign
13,0,3,0,0,5,3.666666667,1,13,13,2,0,0,2,0,0,0,0,0,0,0,0,3.821928095,10,4,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,benign
16,0,3,0,0,8,4.666666667,1,16,16,2,0,0,2,0,0,0,0,0,0,0,0,3.795088586,11,5,0,0,0,4,0,0,183,1,1,1,564,0,92,2,0,23,0,0,benign
17,0,3,0,0,9,5,1,17,17,2,0,0,2,0,0,0,0,0,0,0,0,3.772055209,16,0,0,0,0,26,0,0,198,1,1,0,17,0,66,0,0,7,0,0,benign
25,0,4,12,0,3,2.5,0,13,13,3,0,0,5,0,0,0,0,0,0,0,1,3.917837797,8,13,0,0,1,21,0,0,62,1,1,1,123,0,18,1,0,11,0,0,benign
18,1,3,0,0,10,5.333333333,1,18,18,2,0,0,2,1,0,0,0,0,0,0,0,3.78346519,13,0,0,0,0,9,0,0,49,1,1,3,103,0,2,8,0,11,0,0,benign
26,0,3,15,9,5,3,1,11,11,3,0,0,4,0,0,0,0,0,0,0,0,4.006071013,19,0,0,0,1,17,0,2,2,1,3,0,19,0,4,0,0,22,0,0,benign
38,0,3,20,19,10,5.333333333,1,18,18,3,0,0,3,0,0,0,0,0,0,0,0,4.18532004,26,0,0,0,1,6,0,0,60,1,1,1,19,0,24,2,0,4,0,0,benign
16,0,3,0,0,8,4.666666667,0,16,16,2,0,0,2,0,0,0,0,0,0,0,0,3.882045108,11,6,0,0,0,4,0,0,183,1,1,1,564,0,92,2,0,23,0,0,benign
23,1,3,0,0,16,7,1,23,23,2,0,0,2,1,0,0,0,0,0,0,0,4.031401845,18,0,0,0,0,19,0,0,502,1,1,0,26,0,24,1,0,90,0,0,benign
283,0,3,260,249,9,7,1,23,17,3,6,0,4,0,0,0,30,0,0,0,0,4.915389242,127,59,0,1,0,0,0,0,4,1,1,0,2,0,0,0,0,2,0,0,benign
24,0,4,11,10,3,2.5,0,13,13,4,0,0,3,0,0,0,0,0,0,0,1,3.775830987,12,10,0,0,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,benign
95,0,3,72,0,14,7,1,23,23,2,0,0,6,9,0,0,0,0,0,0,0,4.654894004,52,11,0,0,0,8,0,0,23,1,1,0,14,2,4,0,0,3,0,0,benign
148,0,3,130,114,7,5.333333333,1,18,18,3,1,0,4,15,0,0,0,0,0,0,0,4.792858343,81,9,0,0,0,17,0,0,85,1,1,1,69,0,51,10,0,14,0,0,benign
66,0,3,46,7,8,6,0,20,20,4,0,0,11,0,0,0,0,0,0,0,0,4.308836494,31,10,0,0,0,15,0,0,83,1,1,1,139,0,96,1,0,7,0,0,benign
59,0,3,41,0,8,5.333333333,1,18,18,2,0,0,4,3,0,0,0,0,0,0,0,4.780364999,34,8,0,0,1,8,1,1,41,1,1,1,119,0,0,0,0,16,0,0,benign
230,0,3,215,10,7,4.333333333,1,15,15,4,12,0,25,0,0,0,0,0,0,0,0,4.112373598,126,4,0,0,1,8,0,0,0,2,2,0,5,0,0,0,0,9,0,0,benign
39,0,3,22,13,9,5,1,17,17,3,0,0,5,0,0,0,0,0,0,0,0,4.493473304,16,17,0,0,0,17,0,0,32,1,1,2,29,0,8,3,0,0,0,0,benign
37,0,3,20,12,9,5,1,17,17,3,0,0,5,0,0,0,0,0,0,0,0,4.33706621,16,15,0,0,0,17,0,0,37,1,1,2,29,0,8,3,0,5,0,0,benign
18,0,3,0,0,7,5.333333333,1,18,18,2,0,0,2,0,0,0,0,0,0,0,0,3.97366069,14,1,0,0,0,15,0,0,72,1,1,1,61,0,5,4,0,13,0,0,benign
39,0,3,22,13,9,5,1,17,17,3,0,0,5,0,0,0,0,0,0,0,0,4.379449119,16,17,0,0,0,17,0,0,32,1,1,2,29,0,8,3,0,0,0,0,benign
37,0,3,20,12,9,5,0,17,17,3,0,0,5,0,0,0,0,0,0,0,0,4.410818767,16,15,0,0,0,17,0,0,32,1,1,2,29,0,8,3,0,0,0,0,benign
20,0,3,9,0,3,3,1,11,11,2,0,0,4,0,0,0,0,0,0,0,0,3.884155095,12,7,0,0,2,43,0,0,88,1,1,1,78,0,46,9,0,27,0,0,benign
62,0,3,45,28,9,5,1,17,17,3,0,0,5,0,0,0,2,0,0,0,0,4.793043935,32,10,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,benign
24,0,3,7,0,9,5,1,17,17,2,0,0,5,0,0,0,0,0,0,0,0,4.297276053,12,7,0,0,0,11,0,0,40,1,1,2,2557,0,17,3,0,4,0,0,benign
39,0,3,22,13,9,5,0,17,17,3,0,0,5,0,0,0,0,0,0,0,0,4.328046337,16,17,0,0,0,17,0,0,33,1,1,2,29,0,8,3,0,1,0,0,benign
25,0,3,0,0,11,7.666666667,1,25,25,2,0,0,2,0,0,0,0,0,0,0,0,3.890319531,19,0,0,0,0,22,0,0,333,1,1,1,155,0,86,3,0,12,0,0,benign
187,0,3,171,165,10,4.666666667,0,16,16,3,14,0,4,0,0,0,16,0,0,0,0,4.564687076,90,34,0,0,0,0,0,0,5,1,1,0,1,0,1,0,0,0,0,0,benign
33,0,2,24,16,6,4,1,9,9,2,0,0,5,0,0,0,2,0,0,0,0,4.12507052,21,2,0,0,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,benign
40,0,3,23,13,9,5,1,17,17,3,0,0,5,0,0,0,0,0,0,0,0,4.477372033,16,18,0,0,0,17,0,0,33,1,1,2,29,0,8,3,0,1,0,0,benign
18,1,3,0,0,10,5.333333333,1,18,18,2,0,0,2,1,0,0,0,0,0,0,0,3.78346519,13,0,0,0,4,11,0,0,36,1,1,1,40,0,16,2,0,4,0,0,benign
18,0,3,0,0,10,5.333333333,1,18,18,2,0,0,2,0,0,0,0,0,0,0,0,3.57366069,16,0,0,0,0,7,0,0,92,1,1,0,25,0,15,0,0,19,0,0,benign
39,0,3,22,13,9,5,1,17,17,3,0,0,5,0,0,0,0,0,0,0,0,4.373695587,16,17,0,0,0,17,0,0,32,1,1,2,29,0,8,3,0,0,0,0,benign
192,0,2,185,46,4,3,0,7,7,2,2,0,8,0,0,0,26,0,0,0,0,4.545515885,64,76,0,0,0,3,0,0,3,1,1,0,0,0,0,0,0,1,0,0,benign
59,0,3,45,44,8,4,1,14,14,3,0,0,3,0,0,0,4,0,0,0,0,4.811302029,30,13,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,benign
35,0,2,22,13,9,6,1,13,13,2,0,0,4,0,0,0,0,0,0,0,0,3.937093245,23,2,0,0,1,16,0,0,34,1,1,0,87,0,27,1,0,15,0,0,benign
37,0,3,20,12,9,5,1,17,17,3,0,0,5,0,0,0,0,0,0,0,0,4.399677289,16,15,0,0,0,17,0,0,32,1,1,2,29,0,8,3,0,0,0,0,benign
31,0,3,14,0,9,5,1,17,17,2,1,0,4,0,0,0,0,0,0,0,0,4.201231789,14,11,0,0,0,13,0,0,20,1,1,1,44,0,4,2,0,3,0,0,benign
25,0,4,10,9,3,3,0,15,15,4,0,0,3,0,0,0,0,0,0,0,1,3.991729297,10,12,0,0,0,1,0,0,7,1,1,1,8,0,0,3,0,1,0,0,benign
55,0,3,39,0,6,4.666666667,1,16,16,2,0,0,4,3,0,0,0,0,0,0,0,4.736713351,32,8,0,0,1,8,1,1,41,1,1,1,119,0,0,0,0,16,0,0,benign
24,0,3,0,0,12,7.333333333,1,24,24,2,0,0,2,0,0,0,0,0,0,0,0,3.950344198,19,0,0,0,0,8,0,0,340,1,1,0,512,0,547,0,0,36,0,0,benign
12,0,3,0,0,4,3.333333333,1,12,12,2,0,0,2,0,0,0,0,0,0,0,0,3.546439345,11,0,0,0,1,9,0,0,163,1,1,2,164,0,24,2,0,7,0,0,benign
47,0,3,30,24,9,5,1,17,17,3,0,0,4,0,0,0,2,0,0,0,0,4.549097213,28,8,0,0,0,0,0,0,4,1,1,0,3,0,2,0,0,0,0,0,benign
14,0,2,0,0,10,6.5,1,14,14,1,0,0,2,0,0,0,0,0,0,0,0,3.784941827,12,0,0,0,1,49,0,0,109,1,1,1,73,0,34,1,0,16,0,0,benign
39,0,4,22,15,7,3.5,0,17,17,3,0,0,4,0,0,0,0,0,0,0,0,4.365773895,28,0,0,0,1,7,0,0,16,1,1,2,8,0,6,6,0,5,0,0,benign
16,2,2,0,0,13,7.5,0,16,16,1,0,0,2,2,0,0,0,0,0,0,0,3.96900163,13,0,0,0,0,31,0,0,286,1,1,1,157,0,95,1,0,45,0,0,benign
40,0,3,23,13,9,5,1,17,17,3,0,0,5,0,0,0,0,0,0,0,0,4.562478416,16,18,0,0,0,17,0,0,32,1,1,2,29,0,8,3,0,0,0,0,benign
26,0,3,0,0,13,8,1,26,26,2,0,0,2,0,0,0,0,0,0,0,0,3.907734271,18,0,0,0,0,14,0,0,76,1,1,0,427,0,57,0,0,5,0,0,benign
160,0,3,143,137,10,5,1,17,17,3,3,0,4,0,0,0,22,0,0,0,0,4.725024018,56,52,0,0,0,0,0,0,4,1,1,0,3,0,2,0,0,0,0,0,benign
1583,0,4,1566,1470,7,3.5,1,17,17,5,1,0,14,2,0,0,65,0,0,0,0,3.529048255,147,1279,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,benign
67,0,3,45,0,12,6.666666667,1,22,22,2,0,0,4,3,0,0,0,0,0,0,0,4.71528546,40,8,0,0,1,8,1,1,41,1,1,1,119,0,0,0,0,16,0,0,benign
25,0,4,7,0,8,3.75,1,18,18,3,0,0,4,0,0,0,0,0,0,0,0,4.030639062,18,0,0,0,0,17,0,0,20,1,1,1,66,0,6,12,0,9,0,0,benign
63,0,3,43,0,10,6,1,20,20,2,0,0,4,3,0,0,0,0,0,0,0,4.753844804,36,8,0,0,1,8,1,1,41,1,1,1,119,0,0,0,0,16,0,0,benign
39,0,3,22,12,9,5,1,17,17,3,0,0,5,0,0,0,0,0,0,0,0,4.433584445,16,17,0,0,0,17,0,0,32,1,1,2,29,0,8,3,0,0,0,0,benign
64,0,4,48,42,6,3.25,1,16,16,4,1,0,4,0,0,0,4,0,0,0,0,4.562013937,37,9,0,0,0,0,0,0,4,1,1,0,3,0,2,0,0,0,0,0,benign
76,0,2,68,67,5,3.5,1,8,8,2,1,0,3,0,0,0,6,0,0,0,0,4.827814848,43,13,0,0,0,2,0,0,24,1,1,0,5,0,1,1,0,5,0,0,benign
29,0,3,16,5,4,3.666666667,0,13,13,2,0,0,5,0,0,0,0,0,0,0,0,4.027719016,16,5,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,benign
36,0,4,23,14,3,2.5,0,13,13,5,3,0,4,0,0,0,0,0,0,0,1,4.062795209,17,10,0,0,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,benign
39,0,3,22,13,9,5,1,17,17,3,0,0,5,0,0,0,0,0,0,0,0,4.300069023,16,17,0,0,0,17,0,0,32,1,1,2,29,0,8,3,0,0,0,0,benign
39,0,3,22,13,9,5,1,17,17,3,0,0,5,0,0,0,0,0,0,0,0,4.335970859,16,17,0,0,0,17,0,0,32,1,1,2,29,0,8,3,0,0,0,0,benign
55,0,3,39,0,6,4.666666667,1,16,16,2,0,0,4,3,0,0,0,0,0,0,0,4.910179279,30,8,0,0,1,8,1,1,41,1,1,1,119,0,0,0,0,16,0,0,benign
37,0,3,20,12,9,5,1,17,17,3,0,0,5,0,0,0,0,0,0,0,0,4.427975301,16,15,0,0,0,17,0,0,32,1,1,2,29,0,8,3,0,0,0,0,benign
45,0,3,31,25,6,4,1,14,14,3,0,0,4,0,0,0,2,0,0,0,0,4.550931304,27,7,0,0,1,50,0,0,125,1,1,1,119,0,87,1,0,42,0,0,benign
37,0,3,22,15,7,4.333333333,1,15,15,3,1,0,4,0,0,0,0,0,0,0,0,4.246157119,22,0,0,0,1,42,0,0,158,1,1,2,403,0,76,0,0,14,0,0,benign
49,0,3,33,20,8,4.666666667,1,16,16,3,1,0,4,0,0,0,0,0,0,0,0,4.188229307,19,21,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,benign
37,0,4,17,16,9,4.25,1,20,20,4,0,0,3,0,0,0,0,0,0,0,0,4.027756199,29,0,0,0,0,0,0,0,4,1,1,0,0,0,1,0,0,3,0,0,benign
31,0,3,15,14,9,4.666666667,0,16,16,2,0,0,3,0,0,0,2,0,0,0,0,4.346225869,17,4,0,0,0,2,0,0,24,1,1,0,5,0,1,1,0,5,0,0,benign
69,0,3,52,47,8,5,1,17,17,3,2,0,4,0,0,0,2,0,0,0,0,5.065370895,42,14,0,0,0,1,0,0,12,1,1,0,0,0,10,2,0,0,0,0,benign
15,0,3,0,0,7,4.333333333,1,15,15,2,0,0,2,0,0,0,0,0,0,0,0,3.501397825,15,0,0,0,1,11,0,0,81,1,1,0,9,0,22,2,0,21,0,0,benign
40,0,3,28,27,5,3.333333333,1,12,12,2,0,0,3,1,0,0,0,0,0,0,0,4.777369171,28,1,0,0,0,3,0,0,6,1,1,0,1,0,0,0,0,0,0,0,benign
101,0,4,86,81,5,3,1,15,15,4,2,0,4,0,0,0,10,0,0,0,0,4.801720323,47,21,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,benign
13,1,2,0,0,9,6,1,13,13,1,0,0,2,1,0,0,0,0,0,0,0,3.68418372,10,0,0,0,1,17,0,0,169,1,1,1,198,0,82,2,0,34,0,0,benign
217,0,3,202,9,7,4.333333333,0,15,15,4,10,0,25,0,0,0,0,0,0,0,0,4.132789268,120,2,0,0,1,8,0,0,0,2,2,0,5,0,0,0,0,9,0,0,benign
37,0,3,20,12,9,5,1,17,17,3,0,0,5,0,0,0,0,0,0,0,0,4.427975301,16,15,0,0,0,17,0,0,32,1,1,2,29,0,8,3,0,0,0,0,benign
26,0,4,11,10,3,3,0,15,15,4,0,0,3,0,0,0,0,0,0,0,1,4.006071013,10,12,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,benign
